median_house_value,population,latitude,longitude,total_units,vacant_units,median_rooms,mean_household_size_owners,mean_household_size_renters,built_2005_or_later,built_2000_to_2004,built_1990s,built_1980s,built_1970s,built_1960s,built_1950s,built_1940s,built_1939_or_earlier,bedrooms_0,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5_or_more,owners,renters,median_household_income,mean_household_income
563.5,4490,34.267433,-118.534623,1502,83,7,2.96,2.67,0,0,0,5.5,4.1,49.1,41.3,0,0,3.1,0.7,1.1,30.1,48.1,17,91.3,8.7,123.371,130.037
480,7087,34.260797,-118.51879,2863,184,4.4,3.03,2.86,0,1.7,10.8,10.2,28.4,16.1,26.5,5.9,0.5,4.5,13.3,40.2,27.2,11.4,3.4,34.2,65.8,53.059,69.784
517.3,4786,34.25355,-118.51561,1800,118,5,2.82,2.15,0,10.8,19.6,12.7,14.9,17.1,21.6,2.4,0.9,7.8,19.2,19.2,29.7,20.6,3.6,55.5,44.5,59.457,78.99
456.2,7560,34.259588,-118.497296,2724,0,4.8,2.76,2.69,0.7,9.7,9.7,4.4,22.9,22.8,27,0.5,2.2,5.4,17.6,29.7,30.2,15.2,1.9,42.2,57.8,50.806,61.556
611.1,3558,34.263745,-118.586369,1153,20,6.7,3.14,3.17,1.7,0,1.7,13.3,36.9,24.9,16.3,0.9,4.3,0,0.6,5.1,29.8,51.6,12.8,93.2,6.8,85.863,115.198
803.9,2828,34.264065,-118.567957,976,56,8.1,3.09,3.56,0,3.2,5.4,3.1,31.4,52.9,4.1,0,0,0,0,4.7,16.7,32.3,46.3,97.1,2.9,108.571,160.165
466.8,3069,34.26089,-118.601258,1119,58,5.8,3.21,3.05,0,0,4.6,14.7,36.6,24.8,14.8,2.7,1.7,4.6,6.3,26.9,35.7,24.7,1.8,58.2,41.8,82.708,93.814
622.7,3894,34.225611,-118.612699,1445,74,6.6,2.8,1.74,0,5,1,3.3,35.8,35.2,17.4,2.3,0,3.5,5.9,0,40.8,37,12.7,83.2,16.8,72.091,101.415
330,6655,34.226039,-118.601788,2447,211,4.2,3.57,2.75,0,2.5,3.2,9.6,26.2,32.1,20.2,5.6,0.6,5.4,30.2,23.8,31.9,7,1.8,34.5,65.5,46.383,55.141
256.1,4667,34.223744,-118.593441,1609,175,4.4,3.33,3.22,0,6.6,6.7,13.9,29.5,25.9,15.2,1.9,0.4,2.9,19.6,45.9,16.7,10.3,4.7,52.4,47.6,42.53,59.443
276,1602,34.238727,-118.64884,784,71,4.8,2.31,1.83,4.8,1.8,7.9,25.1,31.3,0,14.8,3.2,11.1,0,5.9,56.5,34.7,0.8,2.2,79.7,20.3,73.646,76.529
620.2,3661,34.244404,-118.610292,1378,67,5.9,3.03,1.64,6.5,9.4,8.7,19.3,31.3,16.3,2.9,2,3.6,0,18.7,22.3,23.2,23.7,12.1,68,32,73.188,96.336
766,2201,34.247611,-118.558599,773,62,7.7,3.14,3.09,7.1,17.6,0,0.8,19.3,22.8,29.8,0,2.7,3.8,4.8,4,29.8,29.8,27.9,82.1,17.9,104.625,146.076
458.7,4006,34.246343,-118.574424,1436,37,5.8,2.96,3.56,0,0,4.8,2.2,6.1,26.3,56.6,3.1,0.8,0,5.4,8.1,68.3,18,0.2,81.1,18.9,78.015,85.41
358.4,5473,34.253381,-118.590093,2471,0,3.6,2.42,2.25,0,4.7,5.5,20.9,48.1,13.3,6,0.6,1,6.4,39.5,34.3,13.8,4.7,1.3,31.3,68.7,58.563,74.03
446.7,5543,34.225193,-118.563158,1733,99,5.4,3.21,2.99,1.1,4.6,2.1,4.8,11.4,19.8,39.6,13.2,3.5,0.5,9.9,17.6,49,16.4,6.5,72.5,27.5,71.63,80.241
362.5,6057,34.225061,-118.584507,2198,129,4.5,3.32,3.16,1.5,1,2.8,12.6,35.5,12.6,27.9,1.5,4.6,7.9,20.1,23,33.3,12.6,3.2,52.7,47.3,62.299,72.058
567.4,4444,34.244184,-118.52197,1761,198,3.7,2.43,2.18,4.9,11.5,26,20.7,12,7,14,0,3.9,10.5,26.2,41.2,13.6,4,4.4,23.5,76.5,39.934,56.835
583.3,6437,34.243645,-118.5371,2818,46,3.4,2.52,2.49,6.1,2,15.8,10.8,21.7,20.8,20.3,0,2.7,8.2,42.4,15.6,20.7,8.1,5,21.7,78.3,52.875,68.031
445.8,4828,34.234095,-118.536237,1942,141,4.5,3.02,2.62,2.1,0.8,6,16.5,17.4,20.4,34.1,1.3,1.4,2.3,27.7,23.9,37.2,8.5,0.4,41.8,58.2,55.983,68.257
547.7,4156,34.240925,-118.54892,1729,106,5.5,2.68,2.33,3.9,10.4,9.9,6,15.6,46.4,7.1,0.7,0,3.1,13.1,27.3,27.8,25.4,3.3,61.6,38.4,67.969,88.547
443.3,4351,34.226153,-118.549728,1071,79,4.7,3.48,4.49,0,0.4,2.2,7.3,23.4,28.8,30.7,1,6.2,0,11.8,34.4,41.2,11.9,0.8,36.3,63.7,36.154,51.697
534.8,5776,34.224323,-118.514495,2063,65,4.1,3.12,2.54,0,4.9,5,15.6,42,6.4,22.1,2.2,1.7,5.1,30.9,29.9,18.5,13.8,1.7,37.6,62.4,47.358,66.244
462.5,3188,34.224204,-118.531732,1025,11,4,3.13,3.24,5.8,3.1,0,0,24.4,27.1,30.4,6.8,2.3,7.1,27.9,34,24.4,6.2,0.4,21.6,78.4,45.605,58.362
395.2,2913,34.224517,-118.54097,893,64,5.2,3.95,3.17,0.8,0,2.9,9.6,15.1,34.4,23.2,6,8,0,16.1,15.3,49.5,15.3,3.7,49.3,50.7,44.025,72.277
369.1,4796,34.238427,-118.462205,1439,154,5.1,3.57,3.74,2.4,15.5,29.7,26.1,6.2,0,12.4,7.6,0,0.9,4.7,33.8,42.5,17.4,0.8,72.9,27.1,73.448,88.35
406.3,2631,34.246372,-118.460659,831,11,5.4,3.49,2.85,0,10.1,0,27.4,7.1,8.3,45.5,1.6,0,1.9,0,25.9,51.7,19.7,0.7,90,10,63.75,79.013
467.4,4352,34.240372,-118.469558,1247,40,4.4,3.35,3.86,1.8,19.5,4.3,18.6,22.1,7.1,26.1,0.3,0,4,20.3,27.7,41.1,6.9,0,37.6,62.4,40.198,53.825
441.2,3851,34.241649,-118.489845,1256,41,6.1,3.02,3.96,0,0,0,1.3,2.1,25,69,2.6,0,0,0,6,65.1,27.2,1.7,87.6,12.4,80.536,86.018
448.7,3512,34.229822,-118.490601,1036,18,5.9,3.38,4.05,0,1.6,2.7,3.2,4.1,38.5,48.2,1.7,0,2.6,0,6.5,63.3,26.9,0.7,79.2,20.8,58.22,79.482
270.5,3442,34.233707,-118.471173,807,50,3.8,4.59,5.04,7.9,1.1,2,21.4,26,35.7,3.8,2,0,1.4,21.3,64.8,12.5,0,0,6.1,93.9,35.524,37.431
318.7,2830,34.224238,-118.470337,912,25,3.2,4.61,3.21,0,0,0,8.3,49.2,12.6,11.3,17,1.5,10.7,47,24.5,9.4,8.3,0,16.7,83.3,35.643,43.062
321.4,4028,34.233789,-118.463203,1117,64,3.7,4.25,3.63,0,2.3,11.4,30.4,16.7,8.1,23,6.1,2,2.5,36.1,42.9,15.5,3,0,14.5,85.5,29.84,40.198
291.7,4052,34.230156,-118.463042,922,49,4.1,3.32,4.31,8.5,0,21,21.1,14.2,15.4,19.7,0,0,4.8,14.4,56,17.7,7.2,0,17.9,82.1,35.324,48.701
340.6,5641,34.225367,-118.463953,1609,81,4,3.71,3.65,2.2,2.7,4.3,25.6,27.5,25.3,10.3,0.2,1.9,4.6,26,47.9,14.8,4.7,2,30.4,69.6,43.571,61.573
392.1,4038,34.232577,-118.418313,978,37,5.7,4.08,4.31,0,0,0,6.4,15.4,8.4,55.7,6,8,0.6,0,6.1,72.7,17.6,3,79.5,20.5,67.212,68.271
339.8,4137,34.246438,-118.441233,888,14,5.3,4.74,5.04,0,0,0.5,1.1,6.4,7.7,72.5,9.6,2.3,4.7,0.5,8.4,76.5,9.9,0,73.9,26.1,56.14,75.838
360.2,4707,34.254694,-118.442663,1044,111,5.5,5.35,3.15,0,0,1.9,15.5,13.2,11.7,49.4,6.7,1.5,4.8,12.2,17.7,38.3,24.2,2.8,71.9,28.1,52.083,60.794
310.8,3871,34.245235,-118.449486,1026,0,4.7,4.13,2.55,8.4,1.9,6.8,50.7,10.1,9.6,12.2,0.3,0,13,6.9,24.5,51.7,4,0,66.6,33.4,57.466,76.519
296.5,4694,34.238753,-118.45275,1101,84,4.4,3.59,4.39,6,7.4,32.3,29.9,0.7,8,13.2,2.5,0,0,8.4,53.6,26.4,9.4,2.3,25.3,74.7,46.186,53.425
283.1,2719,34.237271,-118.446084,800,36,4.2,3.95,3.26,4,1,13.4,27,17,16.9,10.6,8.8,1.4,3.8,15.1,49.1,24.1,7.9,0,30,70,39.911,55.129
210.7,3180,34.240725,-118.447818,768,0,4.9,4.37,4.94,1.7,0,15.6,43.2,31.4,4.6,3.5,0,0,0,1.8,23.3,67.6,5.6,1.7,50.8,49.2,38.152,52.125
364.4,6108,34.233511,-118.430398,1446,105,5.6,4.01,4.01,0,0,6.7,1,4.1,17.9,57.9,9.5,3,4.1,9,12.4,49.9,22,2.6,70.2,29.8,66.02,64.422
370.4,4940,34.228246,-118.441387,1251,56,5.3,3.95,3.98,1.3,0,1.4,1.4,4.8,5.2,53.7,29.2,3,3.1,3.9,16.6,63.9,10.1,2.3,76,24,69.554,69.215
289.2,2844,34.218287,-118.463036,717,23,4.5,3.89,3.89,0,0,3.9,2.5,5.7,12,36.4,39.5,0,0.4,2.4,56.9,33.1,7.3,0,74.5,25.5,50.238,58.263
410,4057,34.218509,-118.454928,1180,41,3.7,5.31,4.14,0,0,0,8.8,20,37.3,32.9,1,0,7.7,37.8,28,24.2,0.3,2,24.5,75.5,33.65,46.012
543.3,3287,34.229855,-118.45205,854,0,3.6,4.26,4.11,0,5,3.3,18.3,55.2,14.3,0.8,0,3.2,0,26.2,67.6,3.6,2.6,0,5,95,32.891,34.175
370.8,2310,34.224555,-118.450666,795,0,3.6,3.79,3.26,0,0,2,35.7,9.7,30.6,8.4,12.8,0.8,8.8,34.8,39.1,15,2.3,0,10.8,89.2,35.071,39.356
546.6,4417,34.223198,-118.455688,1180,19,3.4,4.2,3.84,0,3.1,3.4,29.6,21.4,27.7,11.4,3.5,0,5.2,48.6,32.5,11.4,2.5,0,8.3,91.7,32.904,46.366
298.4,3818,34.226428,-118.455707,1058,59,3.5,3.41,3.61,0,1.5,1,32.2,33.8,18.6,10,2.7,0,3.4,51.5,32.3,12.8,0,0,6.3,93.7,27.284,34.589
255.1,4838,34.231566,-118.455344,1345,171,4.1,3.62,3.74,0,3,8.7,23.2,51,6.7,6,0.9,0.5,3.6,25.3,42.5,27.8,0.7,0,41.3,58.7,38.281,40.303
329.3,5531,34.217087,-118.43993,1486,70,5.2,4.05,4.33,0,0,0,0,3.3,14.7,46,34.1,1.9,1.1,7.8,27.9,47.2,13.8,2.2,74.1,25.9,70.714,67.53
365.4,4989,34.221487,-118.401952,1295,76,5.3,3.95,4.33,0,1.5,0,3.4,7.7,16.8,45.4,15.2,9.9,0.2,3,26.3,52.7,15,2.8,72.3,27.7,74.471,81.699
458.1,3741,34.211609,-118.401611,1047,125,5,3.56,3.78,0,0,0,15.7,8.5,13.5,35.3,22.6,4.4,7,9,22.2,50.4,11.3,0.2,49.8,50.2,57.692,63.719
368.1,2932,34.225111,-118.36541,985,62,3.8,3.78,2.88,0.7,0,7.7,16.9,20.3,8.4,17.2,9.9,18.9,4.6,31.7,40.2,19.6,4,0,37.3,62.7,50.613,56.228
403.1,2721,34.237546,-118.372165,838,34,4.8,3.29,3.42,0,1.4,0.2,4.1,6.8,11.3,32.7,15,28.4,3.9,6,42.7,40.2,6.4,0.7,65.3,34.7,60.25,80.599
341.7,3122,34.237537,-118.403908,759,18,5.4,3.38,3.83,7.5,3,0,5.3,2.4,32.9,29,14.4,5.5,1.8,13.2,21.2,48.2,13.2,2.4,74.2,25.8,46.839,59.396
351.3,2365,34.227382,-118.395423,581,49,5,4.52,2.85,4.5,5.5,0,5.3,7.6,16.9,21.7,23.2,15.3,2.2,6.2,40.4,33.2,12.7,5.2,73.3,26.7,50.921,59.299
388.8,5293,34.234332,-118.393519,1287,47,4.2,4.18,3.71,4.1,6.8,2.6,13.7,23.3,11,18.2,14.7,5.5,14.5,22.3,25.3,22.8,15.2,0,33.1,66.9,38.06,49.812
425,3005,34.213069,-118.411438,860,94,5.6,3.61,2.89,0,1.5,0,3,0.8,11.2,75.9,4.9,2.7,0,0,1.9,76,19.5,2.6,89.4,10.6,64.474,76.838
289.8,3942,34.211349,-118.392681,1210,109,3.4,3.16,3.28,0,2,9.1,14.1,28.2,10.6,21.6,9.8,4.7,5.1,41.8,31.2,17,3.6,1.2,26.4,73.6,33.976,41.041
351.2,3525,34.21782,-118.391614,717,38,5,3.86,3.81,0,1,0,0,10.7,17.6,37.9,19.4,13.4,3.9,3.5,32.1,47.7,11.2,1.7,72.6,27.4,59.375,63.472
365.9,4110,34.213374,-118.383656,1155,135,5.2,4.71,3.36,0,1.3,4.5,6.9,19.1,6.8,20.2,21.7,19.4,3.8,11.3,18.4,50,9.3,7.2,67.4,32.6,67.756,68.947
388.6,5446,34.21486,-118.419263,1583,113,5.5,3.61,3.52,1.8,3,1.9,6.7,5.2,20.2,53.6,7.6,0,1.9,6.4,11.7,50.4,28,1.6,70.1,29.9,62.576,72.704
331.5,5000,34.211061,-118.372062,1116,16,4.9,4.87,4.17,3.8,0,6.8,15.1,3.4,19.5,24.2,16.5,10.8,0.7,12.9,30.7,41.7,10.8,3.1,59.1,40.9,47.372,64.635
402.9,2833,34.214403,-118.371287,755,24,4.4,4.94,3.79,1.2,0,2.9,10.9,14.6,21.5,17.9,23.2,7.9,2.5,26,22.4,27.9,19.9,1.3,31.3,68.7,47.137,59.779
368.6,2439,34.218285,-118.371893,688,43,4,4.79,2.84,5.7,4.8,19.2,2.8,13.4,11.5,23.5,4.8,14.4,11,23.4,28.2,17.9,19.5,0,26.2,73.8,28.34,42.309
184.3,3794,34.206305,-118.391933,1169,112,3.2,4.31,3.57,0,2,6.6,5,19.7,16,22.7,13.5,14.6,5.3,50.1,27.9,12.9,2.7,1,8,92,32.426,42.185
404.4,5050,34.204067,-118.384045,1389,46,3.7,4.21,3.22,0,0,3.6,8,15.6,28.2,14,20.8,9.7,8.6,32.2,32.5,17.6,6.4,2.7,31,69,35.208,49.589
356,3432,34.205231,-118.366976,781,41,4.9,4.71,3.56,0,0,0,2.9,2.9,17,40.8,23.3,12.9,0.6,26.1,22.4,32.5,9,9.3,62.4,37.6,48.75,58.246
352.4,4165,34.190826,-118.366522,1593,53,4.3,2.91,2.63,0,0.9,4.2,25.9,21.2,8.2,14.2,18.8,6.6,7.4,33,36.7,17.1,5.9,0,42.5,57.5,54.307,59.246
431.3,4596,34.183087,-118.364531,1642,21,4.1,3.07,2.81,0,0,3,15.3,20.8,10.8,15,27,7.9,5.8,30.6,40.6,19.8,3.2,0,27.5,72.5,39.071,53.423
400,3765,34.195325,-118.390609,1118,103,3.1,3.02,3.71,3,0,4.4,2.4,20.1,21.6,19.3,19.1,10.1,9.9,44.7,32.2,11.8,1.3,0,17.7,82.3,28.459,42.475
376.6,2645,34.19207,-118.383643,745,15,3.8,3.58,4,2.7,0,0,2.8,28.1,15.2,26.8,16.8,7.7,9,29.5,44,16.2,1.2,0,14.7,85.3,34.521,43.446
392.1,3301,34.196174,-118.411794,914,33,4.4,3.22,4.12,3.9,0,3.9,12.3,14.1,12.9,25.1,15.3,12.5,2.5,19,39.1,30.2,8.8,0.4,29.9,70.1,43.317,56.574
541,4247,34.198325,-118.421829,1293,81,3.7,3.99,3.09,0,0,0,1.7,31,19.9,26.1,9.7,11.6,0,39.6,30.5,22.9,6.4,0.5,23.6,76.4,43.35,53.431
403.6,4638,34.195231,-118.416333,1441,33,4.1,3.19,2.84,5.3,5.1,1,0.3,10,14.9,30,24.8,8.6,3.1,31.4,30.5,29.8,5.3,0,33,67,29.255,48.263
579.9,4753,34.19485,-118.427478,1565,135,3.7,2.93,3.18,0,2.7,0.7,8.3,16.2,23,38.9,5.9,4.3,1.5,40,30.7,17.5,9.2,1.1,27.5,72.5,37.449,57.886
484,2567,34.188499,-118.425413,929,25,4.4,2.49,2.9,0.9,0,9.4,8.5,10,4.3,53.3,12.2,1.5,4,25,35.4,27.2,4.7,3.7,30.4,69.6,30.703,43.89
427.4,4995,34.18176,-118.418045,1936,44,4.3,2.83,3.19,0,2.8,2.6,6.6,20.9,22.3,36.6,5.4,2.8,5.1,20,42.6,25.8,4.6,1.8,36.6,63.4,45.769,62.299
584.9,3332,34.182592,-118.426543,1327,0,4.6,2.65,2.64,0,3.3,4.1,11.2,10.7,18.4,31.2,19.4,1.6,5.4,29.2,17.8,36.7,8.5,2.5,44.8,55.2,50.536,67.256
456.7,4114,34.184374,-118.409161,1506,63,4.8,3.3,2.59,0,0.5,2.1,2.4,19.4,6.8,25.9,38.8,4.1,4.2,22.3,27.3,39.8,6.4,0,43.9,56.1,54.236,65.754
576.9,5531,34.178803,-118.401656,2444,133,4.1,2.91,2.18,1,3.2,3.8,10.5,9.5,16.6,27.6,18,9.8,1.4,34.2,33.4,22.8,6.6,1.7,37,63,47.971,63.954
450,4500,34.186853,-118.391035,1571,46,4.5,3.22,2.67,0,0,2.2,7.1,19.7,14.4,23.6,25.3,7.6,0.7,23.2,51.6,22.2,1.7,0.8,28.4,71.6,41.332,63.299
530.8,2561,34.175166,-118.392301,1144,111,4.2,2.5,2.13,5.1,0,2.4,15.6,16.6,13.1,30.7,14.9,1.7,2.6,23.4,48.3,24,1.7,0,34.8,65.2,51.026,73.878
722,4550,34.162453,-118.404501,2089,97,5.1,2.41,1.68,2.3,4.3,2.2,5.1,14.7,18.8,22.2,17.7,12.7,3.2,22,31.5,29.1,9.6,4.7,58.4,41.6,76.007,107.272
564.7,3549,34.17589,-118.382824,1406,130,4,3.49,2.68,3.8,1.7,4.9,5.3,14.4,12.4,22.2,19.6,15.8,7.9,28.1,39.5,21.7,0.5,2.3,29,71,51.364,74.556
248.6,2030,34.18844,-118.3839,624,40,4.7,3.8,3.47,0,0,9.5,5.4,0,2.2,9.6,32.5,40.7,3,10.3,50.5,31.4,4.8,0,47.9,52.1,42.667,57.997
458.6,2439,34.184848,-118.384308,1062,20,3.4,3.36,2.77,0,0,2,14,37.7,25,10.9,6.4,4,9.6,44.1,39,3.2,2.2,2,12.4,87.6,43.828,47.463
443.7,3506,34.184375,-118.375046,1172,74,4.9,3.3,3,0,2.6,0.3,7.4,13.6,7.9,28.2,31.1,8.8,6.7,20.4,26.2,37.9,7.9,0.9,57.4,42.6,50.201,55.223
459.1,3071,34.174,-118.374554,1018,65,3.4,4.11,3.21,0,0,2.7,9.7,20.3,16.5,15.1,5.8,29.9,12.7,33.4,36.9,9.3,3.5,4.1,13,87,31.53,47.231
437.5,4046,34.175814,-118.364893,1418,142,3.8,2.93,2.83,1.3,0.5,0,5.6,14.2,12.8,32,19.4,14.2,1.1,36.1,39.6,19.1,3,1.1,33.5,66.5,55.123,57.136
569.8,4192,34.174258,-118.408986,1707,96,4.6,2.56,2.35,0,2.2,3,7.1,26.1,10.8,30.5,18.9,1.4,4,25.4,27.2,31.3,9.5,2.6,51.2,48.8,55.368,92.398
683.9,2779,34.173381,-118.427323,1255,38,5,2.23,2.74,6.5,0.6,3.1,6.3,14.9,11.1,30.7,15.5,11.4,5.6,8.5,45.3,27,12,1.6,47.5,52.5,71.65,96.364
731.6,3123,34.162399,-118.427215,1403,53,5,2.95,2.29,0.9,1.5,2.6,0,12.2,13.7,40.5,25.4,3.3,2.6,15.8,33.4,31.2,13.6,3.4,47.5,52.5,70.111,105.085
778.9,4796,34.161753,-118.41639,2246,266,4.8,2.31,2.2,0.6,1.7,0,13.3,25.6,8,43.8,4.7,2.3,0,25.6,33.3,26.4,13.5,1.1,49.9,50.1,72.271,99.287
507.7,2766,34.170394,-118.400157,1582,38,3.4,2.84,1.48,0,0,11.1,10.6,19.2,29.1,18.4,10,1.6,12.8,44.1,32,6.4,3.8,0.8,14.7,85.3,42.206,55.501
341.8,3262,34.166657,-118.401199,1648,40,3.9,1.95,1.98,1.2,6.7,5.2,12.2,20.1,29.6,17.1,4.4,3.5,1.7,42.3,49.8,6.2,0,0,15.1,84.9,58.918,57.873
655.3,5431,34.165724,-118.392216,3001,257,3.8,2.31,1.87,3.5,2.7,2.5,14.8,20.7,16.5,18.2,8.1,13,2.8,42.6,33.4,15.7,3.4,2.2,30.6,69.4,61.433,91.289
569.9,3524,34.165474,-118.384046,1821,98,3.9,2.15,1.94,2.1,1.3,4.7,11.1,10.8,5,17.8,22.1,25,8.9,34.1,39.1,14.9,3,0,31.1,68.9,50.654,67.981
515.2,4750,34.169319,-118.367614,1866,140,3.4,2.98,2.11,26.3,6.2,6.2,5.9,5.2,10,10.3,17.4,12.6,5.6,40.8,40.4,9.5,2.3,1.4,18.7,81.3,41.328,53.761
332.8,4843,34.166476,-118.367903,2441,135,2.9,2.4,2.02,19.2,7.6,12.4,20,11.4,14.1,2.6,8.5,4.3,17.2,44.7,31,7.2,0,0,3.8,96.2,44.048,57.809
433.3,4024,34.162511,-118.37489,2228,162,3,1.33,1.81,14.2,3.1,22.8,12.3,15.4,17.5,6.3,2.8,5.6,6.8,60.2,25.1,7.9,0,0,1.7,98.3,57.5,64.255
446.3,3544,34.158123,-118.374506,1989,115,3.7,2.15,1.74,2.6,0,6.7,21.8,18.2,10.5,14.1,14.6,11.6,6.9,28.3,51.7,10.4,2.8,0,24.4,75.6,61.848,75.524
460,3077,34.162281,-118.366226,1683,94,3.5,1.92,2.19,0,3.8,6.8,4.5,18,21.9,17.4,13.2,14.4,8.2,31.5,43.2,16.5,0.6,0,12.2,87.8,52.722,60.005
446,3083,34.156915,-118.366146,1821,202,3.6,1.78,1.7,1.1,3.6,2.9,19.4,20.6,14.8,17.9,11.8,8,6.8,40.4,39.6,12.4,0.8,0,20.9,79.1,60.839,73.312
723.4,2657,34.158389,-118.356838,1310,119,5.1,2.4,2.05,0,5.3,8.5,0.7,7.3,17.8,14.6,23.2,22.6,3.6,15,38.1,28.5,10,4.8,57.4,42.6,84.544,131.504
374.8,3573,34.203871,-118.435441,1184,0,4.1,2.98,3.22,1.9,0,6.8,17.5,20.2,11.6,35.2,1.2,5.6,3.7,28.5,32.8,20.7,14.3,0,39.4,60.6,36.915,58.032
405,5531,34.206296,-118.459815,1889,129,3.9,3.29,2.95,0.3,4.3,0.3,37.3,20.9,9.3,17.8,7.6,2.2,8,28.9,32.4,23.5,5.2,2.1,38.1,61.9,37.84,48.433
331.1,4931,34.20458,-118.452816,1685,68,3.4,3.27,3.21,1.7,0,4.7,16.5,33.4,12.6,17.8,11.8,1.6,14,30.7,29.9,20.8,4.6,0,29.4,70.6,34.289,50.09
325.6,4460,34.205496,-118.468812,1748,144,3.4,3.63,2.38,1.4,0.6,4.7,12.1,38.2,15.1,12.2,10.5,5.2,18.8,34.6,20.2,14.8,8.9,2.7,38.2,61.8,45.379,56.783
294.5,5818,34.205856,-118.478156,1819,67,3.8,3.37,3.8,4.3,1.6,12.1,15.1,15.7,20.7,16.9,10.3,3.1,4.1,30,42.9,18.1,4.1,0.8,21.7,78.3,38.917,50.174
524.3,2939,34.199451,-118.480592,1231,121,3.3,3.22,2.39,1.7,1.5,8.4,42.7,9.7,10.8,15.6,8,1.5,9.4,51.7,15.2,15.8,6.7,1.2,15.4,84.6,27.402,43.542
559.8,3549,34.191058,-118.483928,1149,70,3.8,4.95,2.87,4.8,0,5.9,21.8,21.2,10.8,26,8.1,1.3,4.4,32.5,36.4,15.1,6.1,5.6,30.7,69.3,41.673,60.112
457,3164,34.190654,-118.478062,1143,0,4.1,2.69,3.03,6.4,0,3.4,14.5,16.5,7.6,34.4,17.1,0,8.8,33.9,17.9,27.4,9.7,2.2,36.9,63.1,35.398,59.29
460.6,4037,34.196853,-118.452837,1329,94,3.8,3.95,2.93,1.5,0,1.8,21.7,20.9,21,19.5,12.5,1.1,12.9,32.4,27.3,21.1,6.2,0,26.4,73.6,38.75,58.333
400,3768,34.192337,-118.460067,1129,0,3.7,5.01,2.86,0,0,0,15.7,23.4,13.6,32.2,13.5,1.6,13.8,29.1,25.3,21.3,2.3,8.1,24.1,75.9,42.271,77.987
352.1,3447,34.18821,-118.458375,1270,35,3.5,3.9,2.53,1.6,0,16.6,13.8,19.1,13.5,22.6,11.4,1.4,12,32.6,33,17.4,5,0,21.3,78.7,34.97,46.93
392.5,4100,34.197371,-118.435213,1307,35,4.4,3.11,3.02,1.6,0.4,10.1,1.5,6.7,14.4,45.5,11.8,8.1,6.1,19.3,31.8,36.5,6.3,0,40.7,59.3,50.833,69.505
436.5,3738,34.190563,-118.43523,1298,0,4.5,3.03,2.94,0,4.1,8.6,11.5,7.2,11.8,37.4,19.4,0,3.1,18,48,23.2,6.7,1,40.9,59.1,50.584,68.672
334.6,4822,34.18398,-118.442743,1535,96,3.4,1.76,3.51,4.1,0,4.4,11.8,28.9,21.6,12.4,10.9,5.9,8.4,44.3,44.2,3.1,0,0,2.4,97.6,33.457,40.609
503.4,3011,34.183674,-118.435433,1175,37,3.3,2.89,2.54,0,1.4,3.6,11.1,19.7,9.3,26.3,28.7,0,9,45.6,22,15.3,4.1,4,29.9,70.1,44.292,53.87
334.3,4688,34.184995,-118.458125,1446,43,3.5,4.11,3.23,1.9,0,2.3,13.6,26.5,12.9,24.6,15.6,2.8,7.9,40.9,38,11.8,1.4,0,14.7,85.3,32.473,44.554
162.5,3982,34.183355,-118.453041,1136,73,3.6,2.23,3.43,8.9,9.7,4.5,11,19,30.2,14.1,2.6,0,5.7,46.1,44,4.1,0,0,6.2,93.8,32.013,37.733
488,4114,34.174587,-118.45818,1783,33,4.7,2.41,2.1,0,0.5,2,8.2,15.6,10.2,32.8,25.8,4.8,0.7,16.2,43.4,33.9,5.6,0.3,47.9,52.1,51.81,74.573
460.8,4015,34.17018,-118.444236,1989,151,4.2,2.44,1.86,4.9,2.4,1.6,31.6,14.6,10.1,17.8,14.7,2.4,6.6,28.7,37.8,17.8,8.2,1,39.4,60.6,60.938,76.742
427.5,3307,34.167997,-118.46555,1874,35,3.3,2.16,1.56,0.8,1.9,4.6,11,37.6,30.6,5.7,3.9,3.9,12.9,40.1,38.6,8.3,0,0,26.9,73.1,53.419,71.701
361.2,5698,34.199633,-118.539827,1669,159,4.8,3.75,3.22,3.6,0,12.6,6.7,10,11.7,37.6,17.2,0.5,4,14.9,33.2,35.8,8.2,4,53.2,46.8,55.967,70.207
477.3,3252,34.214711,-118.505649,1062,87,5.6,3.15,4.98,0.8,0.9,0,0.4,0.8,7.8,74.4,13,1.9,1,0.8,12,69.4,10.5,6.4,90.4,9.6,87.524,97.526
390,3429,34.215455,-118.514095,1138,31,5.3,3.15,2,0,0,3.7,1.8,1.1,3.7,72.8,12.2,4.7,5.3,5.7,18,57.4,9.8,3.9,79.1,20.9,84.583,86.181
370.3,4902,34.214888,-118.522928,1228,100,5.9,3.81,5.75,0.4,0,0.6,1.2,4.6,5.5,79.8,4.6,3.3,0,1.5,4.6,43.2,47.9,2.8,78.5,21.5,68.143,76.592
361.1,5897,34.213985,-118.53241,1900,127,5.1,3.17,2.75,0.8,2.5,12.3,10.7,15.5,26.9,26.6,0.9,3.7,2.9,15.8,25.4,37.3,16.6,2,53.5,46.5,54.607,63.312
368.8,4541,34.204098,-118.558206,1799,142,4.1,3.17,2.84,0,0.4,5.3,23.9,51.9,9.1,6.9,1.5,1,5.5,23.1,47.6,15.3,4.8,3.7,38.4,61.6,53.482,66.239
